Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
2016-03-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,65
2015-09-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,70
2015-08-31,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,180
2015-08-24,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,296
2015-08-17,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,331
2015-08-10,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,347
2015-08-03,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,346
2015-07-27,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,346
2015-07-20,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,289
2015-07-13,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,284
2015-07-06,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
2015-06-29,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,523
2015-06-22,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,291
2015-06-15,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,246
2015-06-08,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,237
2015-06-01,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,209
2016-05-23,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,329
2016-05-16,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,301
2016-05-09,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,304
2016-05-02,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,267
2016-04-25,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,268
2016-04-18,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,262
2016-04-11,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,251
2016-04-04,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,246
2016-03-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
2016-03-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,239
2016-03-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,237
2016-03-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
2016-02-29,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,231
2016-02-22,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,204
2016-02-15,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2016-02-08,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2016-02-01,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2016-01-25,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
2016-01-18,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
2016-01-11,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2016-01-04,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
2015-12-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
2015-12-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
2015-12-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2015-12-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2015-11-30,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
2015-11-23,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-11-16,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2015-11-09,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
2015-11-02,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
2015-10-26,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,204
2015-10-19,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,216
2015-10-12,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,230
2015-10-05,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,233
2015-09-28,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,250
2015-09-21,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,267
2015-09-14,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,273
2015-09-07,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,284
2015-08-31,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,294
2015-08-24,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,297
2015-08-17,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,320
2015-08-10,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,333
2015-08-03,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,358
2015-07-27,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,392
2015-07-20,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,390
2015-07-13,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,387
2015-07-06,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,395
2015-06-29,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,585
2015-06-22,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,367
2015-06-15,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,351
2015-06-08,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,337
2015-06-01,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,333
2016-05-23,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,104
2016-05-16,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,72
2016-05-09,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,51
2016-05-02,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
2016-04-25,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,42
2015-09-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,49
2015-08-31,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,104
2015-08-24,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
2015-08-17,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,193
2015-08-10,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
2015-08-03,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
2015-07-27,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
2015-07-20,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
2015-07-13,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,164
2015-07-06,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
2015-06-29,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,313
2015-06-22,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
2015-06-15,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,146
2015-06-08,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,139
2015-06-01,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,122
2016-05-23,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,354
2016-05-16,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,331
2016-05-09,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,327
2016-05-02,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,289
2016-04-25,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,291
2016-04-18,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,278
2016-04-11,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,274
2016-04-04,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
2016-03-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
2016-03-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
2016-03-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
2016-03-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
2016-02-29,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
2016-02-22,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,222
2016-02-15,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2016-02-08,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2016-02-01,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
2016-01-25,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
2016-01-18,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2016-01-11,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2016-01-04,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
2015-12-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-12-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
2015-12-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2015-12-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2015-11-30,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
2015-11-23,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
2015-11-16,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,218
2015-11-09,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
2015-11-02,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
2015-10-26,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,220
2015-10-19,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,231
2015-10-12,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
2015-10-05,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,248
2015-09-28,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,264
2015-09-21,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
2015-09-14,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,297
2015-09-07,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,304
2015-08-31,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,313
2015-08-24,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,320
2015-08-17,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,348
2015-08-10,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
2015-08-03,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
2015-07-27,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
2015-07-20,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
2015-07-13,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,425
2015-07-06,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
2015-06-29,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,633
2015-06-22,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,385
2015-06-15,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,374
2015-06-08,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,360
2015-06-01,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,359
2016-05-23,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,256
2016-05-16,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,183
2016-05-09,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,135
2016-05-02,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,91
2016-04-25,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-18,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-11,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-04-04,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-28,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-21,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-14,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-03-07,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-29,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-22,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-15,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-08,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-02-01,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-25,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-18,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-11,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2016-01-04,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-28,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-21,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-14,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-12-07,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-30,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-23,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-16,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-09,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-11-02,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-26,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-19,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-12,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-10-05,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-28,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-21,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
2015-09-14,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,97
2015-09-07,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,118
2015-08-31,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,278
2015-08-24,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
2015-08-17,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,519
2015-08-10,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
2015-08-03,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
2015-07-27,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
